id,username,title,category,topic,description,link,userid
5651550,cruelsommer,Funny Video of Guys Playing 'Rock Band' on the Street,Gaming,Xbox,"One group of local guys took their ""Rock Band,"" breadpig, out of the living room and into Chinatown. They set up their instruments (which, when not connected to a gaming system, don't actually emit any sound) and ""played"" for a building crowd. They even recruited a lead singer from the bystanders, who specialized in Isely Brothers lyrics.",http://dcist.com/2008/03/12/takin_it_to_the.php,22
5440419,cruelsommer,U.S. Mint Rejects D.C. Quarter Design,Technology,Design,The United States Mint has notified District of Columbia officials that their proposal to include the inscription ""Taxation Without Representation"" does not comply with the law that authorizes the D.C. commemorative quarter-dollar coin.,http://dcist.com/2008/02/27/breaking_us_min.php,22
4866158,cruelsommer,Colbert Portrait Hanging in the National Portrait Gallery,Offbeat,Comedy,"Video and still photo of Stephen Colbert's portrait hanging above the 2nd floor bathroom in the National Portrait Galley in Washington, D.C.",http://dcist.com/2008/01/16/colbert_portrai.php,22
4854401,cruelsommer,Bogus Radiohead U.S. Tour Dates Floating Around,Entertainment,Music,"A couple music blogs posted a list of Radiohead U.S. tour dates and venues today, sending fans into a tailspin of clearing their calendars and wondering when tickets go on sale. We hate to burst your bubbles, but the band's press team tells us that those dates ""couldn't be more wrong."" The details are still under lock and key.",http://dcist.com/2008/01/16/bogus_radiohead.php,22
4151173,cruelsommer,Neat Photos Lining Up U.S. Currency with D.C. Buildings Depicted on Them,Technology,Design,"A clever series of shots lining up currency with the D.C. buildings depicted on them. We suspect this is one of those things that seems simple, but in practice is a lot more difficult than it looks to get everything in focus and lined up perfectly.",http://dcist.com/2007/11/15/photo_of_the_da_129.php,22
5658737,kianat,Cool Stuff: The Dark Knight Collectable Busts,Entertainment,Movies,"MTV has dibbs on several first images of DC Comics collectibles for The Dark Knight, including Joker figurines and busts (nice Heath Ledger likeness, nice camo tie), Batman figurines/statues and grappling launcher and batarang prop replicas.",http://www.slashfilm.com/2008/03/12/collectibles-for-the-dark-knight/,23
5657501,kianat,Learning Curve of Popular MMORPGS [Pic],Gaming,Playable Web Games,,http://upload.0x1011.org/files/LearningCurve.jpg,23
5657268,kianat,Key Trends in 2008,World & Business,Business & Finance,"A comprehensive look at 2008 Trends and Statistics, fully explained in a professional business presentation.",http://www.docstoc.com/docs/281573/Key-Trends-2008-Sample-Business-Presentation#centerdoc,23
5645738,kianat,Lumeneo Smera: French Concept of Car and MotorCycle,Lifestyle,Autos,"Lumeneo Smera is a concept electric city car, basically a scooter with one back seat available either for a rider or a luggage (not both). Smera can drive you at the speed of 80mph and has a whooping ability to run 93 miles with one charge.",http://www.hardgeek.net/2008/03/12/lumeneo-smeraconcept-combination-of-car-and-motorcycle,23
5615916,kianat,"Ex-Googler Launches Search Engine Community, Topicle",Technology,Tech Industry News,"Former Google Product Manger, Steffen Mueller, has launched Topicle, a new search engine community. The service, which went live today, uses a model similar to that of Wikipedia, allowing anyone to contribute to the creation and enhancement of their own vertical search engines.",http://www.readwriteweb.com/archives/ex-googler_launches_search_engine_community.php,23
5655467,Sammiboi,"Gibson says Guitar Hero violates patents, Activision says no",Gaming,Gaming Industry News,"Activision filed a lawsuit yesterday asking the US District Court for Central California to invalidate a 1999 Gibson patent on ""simulating a musical performance,"" because apparently Gibson's bugging them about it since January.",http://www.engadget.com/2008/03/12/gibson-says-guitar-hero-violates-patents-activision-says-nuh-uh/,24
5609914,Sammiboi,Top 15 Magic Trick Video Tutorials Of All Time,Offbeat,Odd Stuff,Showing off a few tricks to friends and family is an awesome thing.,http://magicuproar.blogspot.com/2008/03/top-15-magic-trick-tutorials-of-all.html,24
5537769,Sammiboi,Make a bug out of a phone.,Technology,Mods,Spy on conversations using this simple technique.,http://ablogaboutthisandthat.blogspot.com/2008/03/spy-on-any-conversation-using-phone.html,24
5518398,Sammiboi,Breaking//6 Shot dead (Including 2 children) in memphis home,World & Business,World News,"3 more children injured. This is horrible, how could someone do this?",http://edition.cnn.com/2008/US/03/03/memphis.killings/index.html,24
5404650,Sammiboi,Drunks singing then passing out hard.,Offbeat,Odd Stuff,"Shadow of the Day has never sounded so horrible, then looked so painful.",http://www.youtube.com/watch?v=ClaCvscg4UE,24
5669623,MrBabyMan,8 Ways To Opt Out Of Junk Mail Lists,Science,Environment,"Direct mailers don't believe in the concept of opting in, so if you want to cut down on the amount of straight-to-the-trash mail you receive, you'll need to contact them directly and request that your name is removed.",http://consumerist.com/367478/8-ways-to-opt-out-of-junk-mail-lists,25
5668743,MrBabyMan,The Best Tools for Visualization,Technology,Software,"here are visualization tools for search, music, networks, online communities, and almost anything else you can think of. Whether you want a desktop application or a web-based tool, there are many specific tools are available on the web that let you visualize all kinds of data. Here are some of the best:",http://www.readwriteweb.com/archives/the_best_tools_for_visualization.php,25
5668176,MrBabyMan,Google's Office in Zurich (PICS),World & Business,Business & Finance,"Seeing such offices makes you wish you were working for Google. They have everything a person needs in there and even more. They have massage chairs, slides, pool tables and other games, private cabins and much more. These photos are from Google office in Zurich.",http://www.popgive.com/2008/03/google-office-in-zurich.html,25
5668065,MrBabyMan,10 ways to make digital photo frames better,Technology,Gadgets,"I present 10 things manufacturers could do, from the just-do-it-already easy to the not-invented-yet difficult, that would raise the cachet of the oft-maligned digital photo frame.",http://dvice.com/archives/2008/03/10_ways_to_make.php,25
5662500,MrBabyMan,Global Or Die: Is There A Future For Local Startups?,Technology,Tech Industry News,"When the commercial Internet emerged in the early nineties, the first startups were very local, addressing their local markets. None of them have survived. Startups have to think globally now, unless they want to just sell for cheap. Here is my advice to startups just starting to think about their product and target market...",http://www.techcrunch.com/2008/03/13/global-or-die-is-there-a-future-for-local-startups/,25
5661016,rjneese,Reznor's one-week take for 'Ghosts': $1.6 million,Entertainment,Music,"A week after releasing his four-volume instrumental work “Ghosts I-IV” through his Web site, Nine Inch Nails’ Trent Reznor is reporting that he amassed more than $1.6 million in orders and downloads.",http://leisureblogs.chicagotribune.com/turn_it_up/2008/03/reznors-one-wee.html,26
5447586,rjneese,Own A Piece of Detroit,Offbeat,Odd Stuff,This 3 Bedroom 1 Bathroom has an open floorplan and good airflow for those warm summer months. Source: Woot!,http://www.realtor.com/search/listingdetail.aspx?zp=48223&typ=1&sid=07b4e656ecc442918bce257d0a884f8a&lid=1094100322&lsn=1&srcnt=710#Detail,26
5446643,rjneese,Create A Font From Your Own Handwriting,Technology,Software,"I am absolutely in love with Fontifier, a simple service that creates a font from your own handwriting. Fontifier isn't new--Daily Candy covered it in 2005 and I saw it on the Craft blog--but in my opinion, good, ol' fashioned handwriting needs all the help it can get. (By, of course, making it less old fashioned.)",http://www.webware.com/8301-1_109-9880420-2.html,26
5403276,rjneese,2008 Oscar Winners List,Entertainment,Movies,The Cohen Brothers finally have their night.,http://www.mtv.com/movies/news/articles/1582183/20080224/story.jhtml,26
4460112,rjneese,Burger King Ad That Tells The Truth!,Lifestyle,Food & Drink,,http://www.coloribus.com/files/paedia/print/part_19/196345/file/Burgerpimps.jpg,26
5656414,spinchange,Edward Norton to shop Obama documentary,Entertainment,Movies,"Edward Norton and his Class 5 Films are prepping to shop a feature documentary about the historic presidential campaign mounted by Sen. Barack Obama, Variety reports.",http://www.variety.com/article/VR1117982237.html?categoryid=13&cs=1,27
5629752,spinchange,"At SXSW, the new Twitter is...Twitter",Technology,Tech Industry News,"""Everywhere you go, people are talking about how they heard about this event, or that unofficial party or this controversy or that rumor on Twitter. People are stopping in their tracks to read Twitter posts on their phones and some of the more talked about happenings here are generating hundreds and hundreds and hundreds of Tweets...""",http://www.news.com/8301-13772_3-9890396-52.html,27
5626453,spinchange,F-15 Eagle Fighter Practice,Entertainment,Movies,A co-pilot's eye-view from an F-15 fighter jet doing drills & firing missiles at QF-4 drone aircraft to the sounds of Radar Love by Golden Earing.,http://www.youtube.com/watch?v=H0QywAeEtNM,27
5626005,spinchange,Sun and Microsoft confirm data center lovechild,Technology,Tech Industry News,"Er, will someone please get Scott McNealy on the horn? This Sun Microsystems and Microsoft love-in is getting ridiculous. Now the companies plan to expand their mutual admiration society via an Interoperability Center. We're told that such work could lead to breakthroughs in 64-bit database technology and amazing e-mail servers.",http://www.theregister.co.uk/2008/03/10/sun_microsoft_lab/,27
5624310,spinchange,Micromachines: Bugs on Tiny Devices,Technology,Hardware,Cool Image gallery of spider mites crawling on tiny little gear assemblies! Courtesy of Sandia National Laboratories,http://mems.sandia.gov/scripts/images.asp,27
5652463,wyldstallyns,Charlize is Vengeance?,Entertainment,Movies,"According to a recent interview with The Boston Globe, Charlize Theron plans to produce and star in a remake of Korean director Park Chan-Wook's SYMPATHY FOR LADY VENGEANCE.",http://www.joblo.com/charlize-is-vengeance,28
5652334,wyldstallyns,What We Want From the Star Wars TV Series (& What We Don't),Entertainment,Television,"A quick overview of what we know about Star Wars: The Series so far and, more importantly, a list of what we definitely want (and don’t want) to see in a live-action Star Wars TV show.",http://www.thedeadbolt.com/news/104193/starwarstv_feature.php,28
5635913,wyldstallyns,Going Back to Jericho with Alicia Coppola,Entertainment,Television,"Jericho is back from the dead and, as you might have guessed, struggling in the ratings again. Star Alicia Coppola sat down with us recently to talk about her character, what’s going to happen next on Jericho, and the loyalty of the show’s fan base.",http://www.thedeadbolt.com/news/104186/aliciacoppola_interview.php,28
5635859,wyldstallyns,SXSW Review: 'Dance of the Dead"" Gets a Perfect Score?!,Entertainment,Movies,"Tex writes, ""DANCE explodes like a shotgun blast of pure teen comedy and devastates everything in its path with a battery of torn off limbs, bashed in brains, severed spinal cords and a night at the prom that makes CARRIE look like PRETTY IN PINK... DANCE OF THE DEAD is the best horror comedy of this or any other year. Now bring it on!""",http://www.bloody-disgusting.com/news/11574,28
5618984,wyldstallyns,Kate Beckinsale is Making Snow Angels,Entertainment,Movies,"An interview with the gorgeous Kate Beckinsale about her new movie Snow Angels, directed by David Gordon Green and co-starring Sam Rockwell. She talks about her fan base, her character, her inspiration to get into the business, and the darkness of the film.",http://www.thedeadbolt.com/news/104179/beckinsalesnow_interview.php,28
5656802,pepperen,The First Real Incredible Hulk Trailer,Entertainment,Movies,I don't know what to think of it...,http://www.mtv.com/overdrive/?id=1583143&vid=215625,29
5601454,pepperen,Kid Freaks Out Over Myspace (vid),Offbeat,Comedy,REALLY freaks out...,http://www.youtube.com/watch?v=Q3a-ajsVVus&eurl,29
5588446,pepperen,Diggnation in Amsterdam (PIC),Offbeat,Comedy,see above,http://www.flickr.com/photos/thenextweb/2281823921/,29
5393486,pepperen,iBand Trio,Technology,Apple,"This musical trio may be using the world's smallest electronic instruments.  Three people are playing an iPod Touch (piano), an iPhone (guitar) and a Nintendo DS (who knows) respectively. Although perhaps not the next Beatles or Rolling Stones, it makes for intriguing listening! .",http://www.maniacworld.com/iband-trio.html,29
5393459,pepperen,Timelapse of Lunar Eclipse Feb. 20th,Science,Space,Timelapse video of the lunar eclipse that happend Feb. 20th 2008,http://www.maniacworld.com/Feb-20th-Lunar-Eclipse-Timelapse.html,29
5668199,LegendaryHitman,New Speed Racer Trailer!,Entertainment,Movies,"The Wachowski Brothers are at it again, this time with Speed Racer! Check out the new trailer...",http://www.bamkapow.com/new-speed-racer-trailer--1085-p.html,30
5651677,LegendaryHitman,Tim Burton's Concept Art for Superman Lives,Entertainment,Movies,"Check out Tim Burton's take on the Superman mythos...very unique, to say the least...But we do remember Tim Burton's Batman, which was both insane and impressive at the same time...",http://www.bamkapow.com/gallery.phtml?gk=9,30
5654514,DetroitThang1,Blogger Drives Real Live Tank...By Remote Control!,Lifestyle,Autos,Jalopnik got a chance to sit behind the wheel of BAE Systems' ""Black Knight"" tank. What's so great about that? The wheel's actually a remote control. That's right -- they drove a freakin' robot tank!,http://jalopnik.com/367000/jalopnik-drives-real-live-tank-by-remote-control-can-now-die-happy,31
4879316,DetroitThang1,"Jewish NASCAR driver faces anti-Semitism. Also, water is wet",Sports,Motorsport,"Driver Jon Denning, the token Jewish racer in any NASCAR league, claims many have tried to convert Denning to Christianity. But it wasn't just other drivers and fans, even people on his own crew would ""curse Jews and put down minorities."" Despite 15 races with 3 top 5 finishes and 7 top 10 finishes, Denning is now unable to get further sponsorship.",http://jalopnik.com/346429/jewish-nascar-driver-faces-anti+semitism-water-is-watery,31
4824953,DetroitThang1,Detroit Auto Show: Cadillac reveals CTS Coupe concept,Sports,Motorsport,"In a surprise move, Cadillac showed off a gorgeous concept coupe version of their Cadillac CTS. A production model of this very same coupe is expected to hit the streets in two years.",http://jalopnik.com/344403/detroit-auto-show-cadillac-cts-coupe-live,31
4810855,DetroitThang1,First video of the cow-filled Dodge Ram unveil at Detroit,Lifestyle,Autos,Here's the first video of the cow-filled 2009 Dodge Ram 1500 unveil here at the Detroit Auto Show. Stampede! Poop! Moo!,http://jalopnik.com/344260/detroit-auto-show-slow+moving-steer-steal-the-show-from-the-2009-dodge-ram-1500,31
4806325,DetroitThang1,Detroit Auto Show: 600+ HP Corvette ZR1 live reveal!,Lifestyle,Autos,It's got 600+ horses under the hood -- it's the 2009 Corvette ZR1 and it was just revealed live at the GM Style event...with Kid Rock?,http://jalopnik.com/tag/2009-corvette-zr1/,31
5658736,nitecow,Barack Obama: On Net Neutrality,World & Business,US Elections 2008,Notable mention in a speech which states his support of FREE and OPEN internet.,http://www.youtube.com/watch?v=g-mW1qccn8k,32
5653963,ambermacbook,U.S. Soldier Malfunctions While Doing The Robot!,Offbeat,Comedy,If only the US army would invest less in wars and more in dance lessons this never would have happened.,http://www.5min.com/Video/How-A-US-Soldier-Malfunctions-10344668,33
5653896,ambermacbook,The Latest Simpsons Episodes,Offbeat,Comedy,Gotta love the simpsons :-),http://youtube.com/watch?v=JqN2JiK5KYA,33
